,code,name,address,주차장 종류명,운영구분명,telephone,총 주자면,유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,latitude,longitude
38,1140909,잠원동방음언덕형공영주차장(구),서초구 잠원동 10-33,노외 주차장,시간제 + 거주자 주차장,02-511-3015,94,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.51638775,127.0163891
39,1140910,반포2동 공영주차장(구),서초구 반포동 5-1,노외 주차장,시간제 주차장,02-534-2772,134,유료,0,2400,0,2400,0,2400,무료,무료,120000,300,10,300,10,0,37.50421414,126.9954231
40,1140911,반포서래공영주차장[서래마을 3호점](구),서초구 반포동 95-13,노외 주차장,시간제 주차장,,7,유료,0,2400,0,2400,0,2400,무료,무료,120000,150,5,150,5,0,37.49814931,126.9978319
41,1140956,청계산 청룡주차장(구),서초구 신원동 224-3,노외 주차장,시간제 주차장,,41,유료,0,0,500,1900,500,1900,무료,무료,0,200,10,200,10,3000,37.44657405,127.0598862
42,1163833,봉천복개3 공영주차장(시),관악구 봉천동 1467-3,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,,220,5,220,5,,37.48879434,126.9298008
43,1167546,독산동 금천교 공영주차장(시),금천구 독산동 181-4,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,400,5,400,5,0,37.48704645,126.9327587
44,1189778,신답고가 주변(구),동대문구 답십리동 530-6,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.48758782,126.9315441
45,1193467,동대문소방서노상(구),동대문구 장안동 434-0,노상 주차장,시간제 주차장,02-456-2591,1,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.48895446,126.9294606
46,119824,여의도공원앞1 노상주차장(구),영등포구 여의도동 2-11,노상 주차장,시간제 주차장,02-2650-1436,1,유료,900,1900,900,1500,0,0,무료,유료,200000,500,5,1000,10,20000,37.48773442,126.9312163
47,1208601,청계2(북2) 공영주차장(시),종로구 관수동 91-4,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.48804535,126.9314412
48,1210657,청계3(북1) 공영주차장(시),종로구 예지동 140-1,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.4884149,126.9306418
49,1234305,가마산고가밑 공영주차장(시),구로구 구로동 414-13,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,120,5,120,5,0,37.48736847,126.9329987
50,1235522,청계3(남) 공영주차장(시),중구 주교동 51-3,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.48695963,126.9329544
51,1235665,청계6(청평화) 공영주차장(시),중구 신당동 217-91 0,노상 주차장,시간제 주차장,02-2252-8036,1,유료,0,2400,0,2400,0,0,무료,유료,0,450,5,450,5,0,37.48806796,126.9313923
52,1236307,청계1(남) 공영주차장(시),중구 수표동 65-4,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,,750,5,750,5,,37.48802277,126.93149
53,1236612,남대문 화물 공영주차장(시),중구 남대문로4가 24-1,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1900,900,1900,무료,무료,,400,5,400,5,,37.48968198,126.9256947
54,1236949,한진면세점 앞(구),중구 남대문로5가 533-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2000,900,1600,0,0,무료,유료,180000,250,5,250,5,,37.48860361,126.9292749
55,1237608,해운센터 앞(구),중구 소공동 59-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2000,900,1600,0,0,무료,유료,250000,600,5,600,5,,37.48968909,126.9256334
56,1247636,신설동 공영주차장(시),동대문구 신설동 114-29,노외 주차장,시간제 주차장,02-2232-6096,79,유료,900,1900,900,1900,900,1900,무료,무료,,260,5,260,5,,37.48719836,126.9324243
57,1247641,천호2동노외주차장(구),강동구 천호동 457-7,노외 주차장,시간제 주차장,02-478-6147,13,유료,900,2000,900,2000,900,2000,무료,무료,0,250,5,250,5,0,37.4873458,126.9330511
58,1247659,구의3동 공영주차장(구),광진구 구의동 219-15,노외 주차장,시간제 주차장,02-2049-4596,159,유료,0,2400,0,2400,0,2400,무료,무료,0,150,5,0,0,,37.48877237,126.9298501
59,1247661,광진광장 공영주차장(구),광진구 군자동 374-9,노외 주차장,시간제 주차장,02-2049-4596,33,유료,0,2400,0,2400,0,2400,무료,무료,0,250,5,0,0,100000,37.48739059,126.9329492
60,1247675,암사1동 주차장(구),강동구 암사동 59-2,노외 주차장,시간제 주차장,02-428-2431,114,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,,37.48964379,126.9259545
61,1247677,양화진 공영주차장(구),마포구 합정동 139-21,노외 주차장,시간제 주차장,02-300-5052,130,유료,0,2400,0,2400,0,2400,무료,무료,80000,200,5,,,0,37.48745265,126.9318469
62,1247678,망원1-2 공영주차장(구),마포구 망원동 403-2,노외 주차장,시간제 주차장,02-300-5052,148,유료,0,2400,0,2400,0,2400,무료,무료,140000,200,5,0,0,0,37.48811293,126.9312942
63,1247680,휘경유수지 공영주차장(구),동대문구 휘경동 348-0,노외 주차장,시간제 주차장,,55,유료,0,2400,0,2400,0,2400,무료,무료,170000,500,10,500,10,0,37.4891104,126.9291179
64,1247683,덕원주차장(구),동대문구 장안동 458-8,노외 주차장,시간제 주차장,02-6240-0150,77,유료,0,2400,0,2400,0,2400,무료,무료,110000,1000,30,300,10,15000,37.48893304,126.92951
65,1247684,청계주차장(구),동대문구 용두동 129-4,노외 주차장,시간제 주차장,02-923-4147,122,유료,0,2400,0,2400,0,0,무료,유료,250000,1500,30,500,10,15000,37.48851031,126.9304427
66,1254863,영등포동제3공영(구),영등포구 영등포동4가 442-0,노외 주차장,시간제 주차장,02-2677-1401,172,유료,0,2400,0,2400,0,2400,무료,무료,120000,250,5,250,5,0,37.48904612,126.9292571
67,1254864,신길1동공영(구),영등포구 신길동 120-82,노외 주차장,시간제 주차장,02-2650-1454,15,무료,0,0,0,0,0,0,유료,유료,65000,0,0,0,0,0,37.48745665,126.9327965
68,1268780,청파동1마을공원공영주차장(구),용산구 청파동3가 118-102,노외 주차장,시간제 주차장,070-8956-2371,105,유료,0,2400,0,2400,0,2400,무료,무료,98000,150,5,150,5,0,37.48792604,126.9307967
69,1268812,청파동청사(구),용산구 청파동2가 91-1,노외 주차장,시간제 주차장,02-749-5314,32,유료,0,2400,0,2400,0,2400,무료,무료,98000,150,5,150,5,0,37.48900089,126.9293588
70,1268813,용산전자상가4(구),용산구 원효로3가 51-5,노외 주차장,시간제 주차장,02-707-3163,114,유료,800,2200,800,2200,800,2200,무료,무료,130000,250,5,250,5,,37.48748023,126.9327456
71,1268816,후암동주차장(구),용산구 후암동 65-4,노외 주차장,시간제 주차장,02-749-5314,39,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.48858099,126.9293242
72,1277144,영등포구청역 공영주차장(시),영등포구 당산동3가 370-3,노외 주차장,시간제 주차장,02-2290-6089,137,유료,500,100,500,100,500,100,무료,무료,112000,260,5,260,5,0,37.48961411,126.9261475
73,1277145,잠실역 공영주차장(시),송파구 신천동 27-0,노외 주차장,시간제 주차장,02-2290-6402,357,유료,500,100,500,100,500,100,무료,무료,180000,400,5,400,5,0,37.48953571,126.9265709
74,1277146,장안2동 공영주차장(시),동대문구 장안동 286-9,노외 주차장,시간제 주차장,02-2290-6417,80,유료,0,2400,0,2400,0,2400,무료,무료,70000,130,5,130,5,,37.4884613,126.930543
75,1277157,해방촌노외 공영주차장(시),용산구 용산동2가 1-1497,노외 주차장,시간제 주차장,,24,유료,900,2200,900,2200,900,2200,무료,무료,90000,130,5,130,5,0,37.48687558,126.9331414
76,1277160,당산노외 공영주차장(시),영등포구 당산동3가 2-1,노외 주차장,시간제 주차장,,237,유료,800,2100,800,2100,800,2100,무료,무료,140000,260,5,260,5,0,37.48800038,126.9315393
77,1277163,명일동 공영주차장(시),강동구 명일동 47-9,노외 주차장,시간제 주차장,,11,유료,900,2000,900,1500,0,0,무료,유료,162000,220,5,220,5,,37.48848513,126.9304936
78,1364466,도곡로21길 7 공영주차장(구),강남구 역삼동 795-25,노외 주차장,시간제 주차장,02-2176-0920,75,유료,0,2400,0,2400,0,2400,무료,무료,280000,400,5,400,5,,37.48908779,126.9291688
79,1364468,탄천제2호 공영주차장(구),강남구 일원동 4-49,노외 주차장,시간제 주차장,02-2176-0931,322,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,,37.48775652,126.9311671
80,1364472,영희초교 공영주차장(구),강남구 일원동 617-0,노외 주차장,시간제 주차장,02-2176-0934,186,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,,37.48754381,126.9316427
81,1365707,배봉공영주차장(구),동대문구 휘경동 286-66,노외 주차장,시간제 + 거주자 주차장,02-2247-9664~6,199,유료,900,1900,900,1900,900,1900,무료,무료,,1000,60,0,0,10000,37.48783229,126.9310132
82,1366393,하늘공원주차장(구),구로구 가리봉동 1-11,노외 주차장,시간제 주차장,,198,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,0,37.48891161,126.9295578
83,1366394,개봉1동마을공동주차장(구),구로구 개봉동 416-2,노외 주차장,시간제 주차장,,56,유료,900,1800,0,0,0,0,유료,유료,50000,50,5,50,5,0,37.4890235,126.9293079
84,1366395,개봉1동 노외주차장(구),구로구 개봉동 134-8,노외 주차장,시간제 주차장,,134,유료,0,2400,0,2400,0,2400,무료,무료,75000,100,5,100,5,0,37.48843885,126.9305924
85,1366487,양재시민의숲(매헌)역 공영주차장(구),서초구 양재동 237-2,노외 주차장,시간제 주차장,080-330-3600,48,유료,0,2400,0,2400,0,2400,무료,무료,140000,250,5,250,5,0,37.48750347,126.9326947
86,1366504,송정동(건물) 공영주차장(구),성동구 금호동1가 68-57,노외 주차장,시간제 주차장,02-2204-7970,121,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,,37.48881637,126.9297514
87,1366527,동작대교 공영주차장(시),용산구 용산동6가 69-11,노외 주차장,시간제 주차장,,88,유료,800,2200,800,2200,800,2200,무료,무료,70000,120,5,120,5,,37.48794759,126.930747
88,1366575,망원동 공영주차장(시),마포구 망원동 478-10,노외 주차장,시간제 주차장,02-300-5053,21,유료,0,2400,0,2400,0,2400,무료,무료,,150,5,,,,37.48767029,126.9313598
89,1366576,개화역 공영주차장(시),강서구 개화동 664-0,노외 주차장,시간제 주차장,02-2290-6312,483,유료,0,2400,0,2400,0,2400,무료,무료,91000,170,5,170,5,0,37.48897708,126.9294097
90,1366590,신대방역 공영주차장(시),관악구 신림동 498-0,노외 주차장,시간제 주차장,02-2290-6144,60,유료,0,2400,0,2400,0,2400,무료,무료,140000,260,5,260,5,,37.48741271,126.9328982
91,1366593,구로디지털단지역(상) 공영주차장(시),관악구 신림동 1677-5,노외 주차장,시간제 주차장,,31,유료,800,2100,800,2100,800,2100,무료,무료,140000,260,5,260,5,0,37.48958799,126.9263046
92,1366600,학여울 공영주차장(시),강남구 대치동 514-1,노외 주차장,시간제 주차장,02-3405-4074,180,유료,500,100,500,100,500,100,무료,무료,140000,260,5,260,5,0,37.48875039,126.9298996
93,1366602,일원터널 공영주차장(시),강남구 일원동 722-1,노외 주차장,시간제 주차장,02-2290-6449,11,유료,0,2400,0,2400,0,2400,무료,무료,70000,130,5,130,5,0,37.48717617,126.9324736
94,1366624,창동역(서) 공영주차장(시),도봉구 창동 330-0,노외 주차장,시간제 주차장,02-1688-1054,107,유료,0,2400,0,2400,0,2400,무료,무료,140000,260,5,260,5,0,37.48839206,126.9306914
95,1366789,청암공영주차장(무인)(구),강북구 미아동 791-1694,노외 주차장,시간제 주차장,02-무인,47,무료,0,0,0,0,0,0,유료,유료,60000,0,0,0,0,0,37.48855776,126.9303395
96,1366790,은혜공영주차장(무인)(구),강북구 미아동 791-1049,노외 주차장,시간제 주차장,02-무인,20,무료,0,0,0,0,0,0,유료,유료,60000,0,0,0,0,0,37.48959749,126.9262478
97,1366791,송천동공영주차장(구),강북구 미아동 439-138,노외 주차장,시간제 주차장,02-944-3039,59,유료,0,2400,0,2400,0,2400,무료,무료,60000,150,5,150,5,10000,37.48756582,126.9315934
98,1366792,수유일공원공영주차장(구),강북구 수유동 605-407,노외 주차장,시간제 주차장,02-944-3042,91,유료,0,2400,0,2400,0,2400,무료,무료,100000,200,5,200,5,10000,37.48752181,126.931692
99,1366793,번2동 공영주차장(무인)(구),강북구 번동 148-140,노외 주차장,시간제 주차장,02)944-3025,20,무료,0,0,0,0,0,0,유료,유료,60000,0,0,0,0,0,37.48962361,126.9260862
100,1366794,미아동공영주차장(구),강북구 미아동 222-100,노외 주차장,시간제 주차장,02-944-3048,155,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,10000,37.48853367,126.9303904
101,1366795,수유동쌈지마당공영주차장(구),강북구 수유동 612-6,노외 주차장,시간제 주차장,,19,유료,0,2400,0,2400,0,2400,무료,무료,150000,250,5,250,5,15000,37.48809036,126.9313431
102,1366869,당곡중학교공영 (지하주차장)(구),관악구 봉천동 682-0,노외 주차장,시간제 + 거주자 주차장,02-2081-2675,159,유료,0,2400,0,2400,0,2400,무료,무료,0,50,5,50,5,,37.48702428,126.9328079
103,1366903,석계역 공영주차장(시),노원구 월계동 50-9,노외 주차장,시간제 주차장,02-1688-1054,76,유료,0,2400,0,2400,0,2400,무료,무료,140000,260,5,260,5,,37.48685341,126.9331906
104,1367120,동구로 공영주차장(시),구로구 구로동 94-1,노외 주차장,시간제 주차장,02-3405-4086,71,유료,0,2400,0,2400,0,2400,무료,무료,140000,320,5,320,5,0,37.46658703,126.8899109
105,1367218,한마음주차장(구),양천구 목동 914-5,노외 주차장,시간제 주차장,070-7119-2575,553,유료,0,2400,0,2400,0,2400,무료,무료,70000,150,5,150,5,,37.46658699,126.8899346
106,1367264,적선동 주차장(시),종로구 적선동 140-0,노외 주차장,시간제 주차장,02-2264-4895,30,유료,900,1900,900,1900,900,1900,무료,무료,0,340,5,340,5,0,37.46658688,126.8900068
107,1367564,해군본부앞 공영주차장(시),영등포구 신길동 812-0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,,220,5,220,5,,37.46654151,126.8899352
108,1367773,가산동 금천교 공영주차장(시),금천구 가산동 691-3,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,200,5,200,5,0,37.46658651,126.8900567
109,1367792,당산고가밑 공영주차장(시),영등포구 당산동5가 9-15,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,,260,5,260,5,,37.46658718,126.8898141
110,1367804,을지로 공영주차장(시),중구 을지로3가 282-8,노상 주차장,시간제 주차장,02-2274-2009,1,유료,900,1900,900,1500,0,0,무료,유료,,750,5,750,5,,37.46658714,126.8898386
111,1368504,연신중학교지하공동주차장(구),은평구 불광동 400-4,노외 주차장,시간제 주차장,,137,유료,0,2400,0,2400,0,2400,무료,무료,70000,100,5,100,5,,37.46658707,126.8898868
112,1368524,구청앞(구),강북구 수유동 191-1,노상 주차장,시간제 + 거주자 주차장,,1,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,15000,37.46658711,126.8898631
113,1368749,신길5동 공영(구),영등포구 신길동 400-1,노외 주차장,시간제 주차장,02-2677-1401,26,유료,0,2400,0,2400,0,2400,무료,무료,140000,150,5,150,5,0,37.46654108,126.889983
114,1368955,남산공원 소월로 관광버스전용 주차장(시),중구 남대문로5가 450-0,노상 주차장,버스전용 주차장,02-2290-6449,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.46658655,126.890032
115,1369476,탑골공원 관광버스전용 주차장(시),종로구 종로2가 38-4,노상 주차장,버스전용 주차장,02)2290-6449,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.46658696,126.8899594
116,1370001,청계산근린광장(구),서초구 원지동 355-1,노외 주차장,시간제 주차장,02-577-1055,89,유료,900,1800,900,1800,900,1800,무료,무료,0,200,10,200,10,6000,37.46654123,126.8898867
117,1370100,강일동 주차장(구),강동구 강일동 665-4,노외 주차장,시간제 주차장,02-427-6147,90,유료,0,2400,0,2400,0,2400,무료,무료,80000,150,5,150,5,,37.46654105,126.8900067
118,1370269,이경시장 공영주차장(구),동대문구 이문동 86-52,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,120000,500,10,500,10,36000,37.46654581,126.890098
119,1370637,번동 햇살 주차장(구),강북구 번동 148-380,노외 주차장,시간제 주차장,02-944-3044,187,유료,0,2400,0,2400,0,2400,무료,무료,60000,150,5,150,5,10000,37.46654131,126.8898385
120,1370857,봉수대공영주차장(구),중랑구 신내동 12-2,노외 주차장,시간제 주차장,02-438-8271,31,유료,800,1700,0,0,0,0,유료,유료,,150,5,150,5,3000,37.46654127,126.889863
121,1371689,양천사회단체봉사센터(구),양천구 목동 905-29,노외 주차장,시간제 주차장,02-2644-1384,20,유료,900,1900,0,0,0,0,유료,유료,70000,150,5,150,5,9000,37.46654071,126.8900319
122,1371690,목동타운홀(구),양천구 목동 905-21,노외 주차장,시간제 주차장,02-2644-1384,25,유료,900,1900,0,0,0,0,유료,유료,70000,150,5,150,5,9000,37.46654112,126.8899593
123,1372128,마천동 3공영주차장(구),송파구 마천동 128-4,노외 주차장,시간제 주차장,02-430-6790,47,유료,0,2400,0,2400,0,2400,무료,무료,75000,100,5,100,5,,37.46658692,126.8899831
124,1372154,문정 공영주차장(구),송파구 문정동 2-5,노외 주차장,시간제 주차장,02-407-1500,101,유료,600,2100,600,2100,600,2100,무료,무료,50000,100,5,100,5,0,37.46660227,126.8900981
125,1372454,대림노외 공영주차장(시),구로구 구로동 120-5,노외 주차장,시간제 주차장,,93,유료,900,1900,900,1900,900,1900,무료,무료,140000,260,5,260,5,,37.4665412,126.8899108
126,1372873,도봉산역 공영주차장(시),도봉구 도봉동 288-19,노외 주차장,시간제 주차장,02)2290-6047 ,358,유료,0,2400,0,2400,0,2400,무료,무료,91000,170,5,170,5,0,37.57051227,127.0497942
127,1374090,수서역남 공영주차장(시),강남구 수서동 727-0,노외 주차장,시간제 주차장,02-3405-4076,69,유료,0,2400,0,2400,0,2400,무료,무료,168000,320,5,320,5,0,37.57015349,127.0501106
128,1384005,남부골목 전통시장 고객주차장(구),강서구 화곡동 797-7,노외 주차장,시간제 주차장,02-2646-5656,17,유료,1000,2000,1000,2000,0,0,무료,유료,60000,250,5,250,5,0,37.56997998,127.050267
129,1384007,까치산 전통시장 고객주차장(구),강서구 화곡동 342-16,노외 주차장,시간제 주차장,02-2606-4500,19,유료,1000,2000,1000,2000,0,0,무료,유료,60000,250,5,250,5,0,37.56977549,127.0504248
